College Name,Region,Region Type,Location,District,Contact Number,Email Address,Website Link,Registrar Name,Registrar Contact Number,Status,Autonomous Status
"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Pune,Rural,"Survey No.35, Plot No. 5/6, Lohgaon Tal. Haveli Dist. Pune",Pune,9049008003,principal@mmit.edu.in,www.mmit.edu.in,Uday Wankhede,7447786623,Un-Aided,Non-Autonomous
"Pune District Education  Association's College of Engineering, Pune",Pune,Rural,"Hadapsar-Manjari Road, Manjari(BK),Dist. Pune ",Pune,26996625,coem@pdeapune.org,www.pdeacoem.org,VAIDYA M C,26996275,Un-Aided,Non-Autonomous
"Dr. D. Y. Patil Vidya Pratishthan Society’s Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Pune,Urban,"Sant Tukaram Nagar, Pimpri, Pune“",Pune,27421096,info.engg@dypvp.edu.in,www.engg.dypvp.edu.in,Mr. Babasaheb Powar (Office-Superintendent),27421095,Un-Aided,Non-Autonomous
"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Pune,Rural,"Rajaramnagar, A/p. Sakhrale, Tal: Walwa   Dist. Sangli ",Sangli,221001,director@ritindia.edu,www.ritindia.edu,Mrs. Sarika D. Patil ,220329,Un-Aided,Autonomous
"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",Pune,Rural,"P.O. Box No. 54, Gopalpur - Ranjani Road,   Gopalpur,  Pandharpur Dist. Solapur",Solapur,9545553737,coe@sveri.ac.in,www.sveri.ac.in,Mr. R. G. Zarkar ,7767003431,Un-Aided,Non-Autonomous
"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Pune,Urban,"Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",Kolhapur,2437311,dktestextile@gmail.com,www.dktes.com,Rajendra R Shah,2421300,Un-Aided,Autonomous
"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",Pune,Rural,"Post Box No.154,Gut No. 16, Hipparanga, Tuljapur Road, North Solapur ",Solapur,2500021,office@orchidengg.ac.in,www.orchidengg.ac.in,Mr. Shelke S. S.,2500020,Un-Aided,Non-Autonomous
"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",Pune,Urban,"Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",Kolhapur,2437311,dkte@sancharnet.in,www.dktes.com,SHRI RAJENDRA R. SHAH,2421300,Un-Aided,Non-Autonomous
"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",Pune,Urban,"S. No. 44/1, Opp Sinhagad Road, Vadgaon (Budruk), Pune 411041",Pune,24100000,directormca_siom@sinhgad.edu,www.sinhgad.edu,Mrs. Rupali Warokar,24358360,Un-Aided,Non-Autonomous
"Deccan Education Society's Technical Institute ,Pune",Pune,Urban,"BMCC Road, Opposite to IMDR, Fergussons Campus, Pune",Pune,67656282,principal@destip.org,www.destip.org,Dr. Raviprakash H. Dongre,67656281,Government-Aided,Non-Autonomous
"Sinhgad Technical Education Society, Sinhgad Institute of Management & Computer Application, Narhe (Ambegaon), Pune",Pune,Rural,"At Post Narhe, (Ambegaon), Off,Westerly by pass Pune- 411041",Pune,66831907,director_mca_simca@sinhgad.edu,www.sinhgad.edu,Manish Kasabekar,66831922,Un-Aided,Non-Autonomous
"D.Y. Patil College of Engineering and Technology, Kolhapur",Pune,Urban,"Kasaba Bavada,Taluka Karveer,Kolhapur",Kolhapur,2601433,info.dypcet@dypgroup.edu.in,coek.dypgroup.edu.in,Dr. Litesh Vasanji Malade,2601432,Un-Aided,Non-Autonomous
"Maharashtra Academy of Engineering & Educational Research's Maharashtra Institute of Pharmacy, Pune",Pune,Urban,"S.No.124, MIT Campus, Ex-servicemen Colony,  Paud Road, Kothrud, Pune ",Pune,30273673,maeersmippune@gmail.com,www.mippune.edu.in,Mr. L. T. Borade,30273653,Un-Aided,Non-Autonomous
"Walchand Institute of Technology, Solapur",Pune,Urban,"Solapur Seth Walchand Hirachand Marg, Ashok Chowk, P.B. No.634, Solapur",Solapur,2652700,principal.witsolapur@gmail.com,www.witsolapur.org,K.S.Patil,2652700,Un-Aided,Non-Autonomous
"Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology, Budhgaon,(Diploma) Sangli",Pune,Rural,"PVPIT), Budhgaon, Tasgaon Rd., Tal : Miraj ",Sangli,2366500,0045principal@msbte.com,www.pvpitsangli.edu.in,Mr. Ashok Raghunath Kale,2366317,Un-Aided,Non-Autonomous
"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Pune,Rural,"R.S. No. 199, B/1-3, Gokul_Shirgaon,Tal: Karveer Kolhapur , 416234",Kolhapur,2636202,info@kitcoek.in,www.kitcoek.in,Dr. M. M. Mujumdar,7769001199,Un-Aided,Autonomous
"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Pune,Rural,"At & Post - Warananagar Taluka : Panhala Kolhapur , 416113",Kolhapur,224012,principal@tkietwarana.ac.in,www.tkietwarana.ac.in,Mr. D. S. Thombare,224012,Un-Aided,Non-Autonomous
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Pune,Urban,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Near Circuit House, Sadar Bazar, Camp-Satara",Satara,233005,registrar@kbpcoes.edu.in,www.kbpcoes.edu.in,Mr. Ganesh Kisan Suravase,230636,Un-Aided,Non-Autonomous
"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Urban,"Sr.No. 27, Pune -Satara Road,Dhankavdi, Pune ",Pune,24371101,principal@pict.edu,www.pict.edu,Mr. M. G. Kshatriya,24371101,Un-Aided,Non-Autonomous
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Pune,Urban,"Sector-29,Nigdi Pradhikaran, Akurdi, Pune",Pune,27653058,principal@dypcoeakurdi.ac.in,www.dypcoeakurdi.ac.in,Dr. N. S. Jain,27653054,Un-Aided,Non-Autonomous
"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Pune,Urban,"666, Upper Indira Nagar, Bibwewadi, Pune",Pune,24202221,registrar@vit.edu,www.vit.edu,Prof. Ganesh D. Korwar,24283001,Un-Aided,Autonomous
"Pune Vidyarthi Griha's College of Engineering and Technology,  Pune",Pune,Urban,"44, Vidyanagari, Parvati, Shivdarshan Chowk, Near Muktangan English School, Pune",Pune,24211514,info@pvgcoet.ac.in,www.pvgcoet.ac.in,HADAP MEENA PRASAD,24228258,Un-Aided,Non-Autonomous
"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Pune,Rural,"Malegaon BK, Tal: Baramati Dist. Pune",Pune,255113,coembk.office@gmail.com,www.engg.svpm.org.in,Phalke Rajaram Babasaheb,255113,Un-Aided,Non-Autonomous
"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Pune,Urban,"Karvenagar, Pune",Pune,25311100,administrator@cumminscollege.org,www.cumminscollege.org,Smt. Revati Gore,25311000,Un-Aided,Autonomous
"Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Pune,Rural,"Gat no. 314/330, Shirol wadi road, Jaisingpur Dist. Kolhapur",Kolhapur,221828,principal@jjmcoe.ac.in,www.jjmcoe.ac.in,Shri S.B. Kolekar,221123,Un-Aided,Non-Autonomous
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Pune,Urban,"Kennedy Road, Near R.T.O., Pune",Pune,26059562,contact@aissmscoe.com,www.aissmscoe.com,Mr A B Bhonsle,26058587,Un-Aided,Non-Autonomous
"Modern Education Society's College of Engineering, Pune",Pune,Urban,"Wadia College Campus 19, Late Prin. V. K. Jog Path, Pune",Pune,26169730,principal@mescoepune.org,www.mescoepune.org,Mr S.S.Ingole,26163831,Un-Aided,Non-Autonomous
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Pune,Rural,At  Post : Ashta. Tal- Walwa Dist. Sangli ,Sangli,241115,profrak@rediffmail.com,www.adcet.in,Prof. S. B. Hivarekar,241107,Un-Aided,Autonomous
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Pune,Rural," Vidyanagari, Bhigwan Road, Baramati Dist. Pune ",Pune,239500,principal.vpkbiet@vidyapratishthan.com,www.vpkbiet.org,Mr. Satish H. Taware,239503,Un-Aided,Non-Autonomous
"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Pune,Urban,"Katraj,Dhankawadi campus, Pune-Satara Road, Pune ",Pune,24371684,coewpune@bharatividyapeeth.edu,coewpune.bharatividyapeeth.edu,Mr. Sathe Ashok Tukaram,24371684,Un-Aided,Non-Autonomous
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Pune,Rural,"Near Chitranagari, Kolhapur",Kolhapur,2639986,coekolhapur@bharatividyapeeth.edu,www.coekolhapur.bharatividyapeeth.edu,Mr. Kadam R. L.,2638894,Un-Aided,Non-Autonomous
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Pune,Urban,Survey No.2/3/4 Kondhwa (Bk.) Pune,Pune,26950201,director@viit.ac.in,www.viit.ac.in,Mr. Mahesh S. Kurulekar ,26950200,Un-Aided,Autonomous
"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Pune,Rural,"Gat No.137, Solapur-Manglwedha-Kolhapur Highway,Taluka: North Solapur, Belati  Solapur",Solapur,2283822,bmit@bmssp.org,www.bmitsolapur.org,Mr Anand Siddharam Uppin,2283842,Un-Aided,Non-Autonomous
"Gourishankar Educational & Charitable Trust's Satara College of Engineering & Management, Limb, Satara",Pune,Rural,"Survey No.989,/A-1,  & 990/ At. Posty. Limb Taluka & District : Satara",Satara,268754,scoem_sat@yahoo.com,www.gourishankarengineering.org,Nirmal Pawar,268754,Un-Aided,Non-Autonomous
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Pune,Rural,"Post Khamla(Bha.), Vita, Gat No.421,Tal- Khanapur Dist . Sangli",Sangli,229021,aitrc@agiv.edu.in,www.agiv.edu.in,Mr. A. D. Chavan,229021,Un-Aided,Non-Autonomous
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Pune,Rural,"1284, Ubale Nagar, Wagholi, Taluka Haveli Dist. Pune ",Pune,66059900,dpcoepune@gmail.com,www.dpcoe.com,Pankaj P. Amrutkar,66059900,Un-Aided,Non-Autonomous
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Pune,Urban,"18(2 A/2) Pratap Nagar , Bijapur Road, Solapur",Solapur,2343099,contact@agpit.edu.in,www.agpit.edu.in, G N Kulkarni,2342499,Un-Aided,Non-Autonomous
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Pune,Urban,"Vishnupuri Talegaon Station, Taluka Mavel, Dist. Pune",Pune,231888,nmiettalegaon@gmail.com,www.nmiet.edu.in,Vijay Shirke,231666,Un-Aided,Non-Autonomous
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Pune,Urban,"Gut No. 720/1 & 2, Pune Nagar Road, Wagholi, Tal. Hawali Dist. Pune",Pune,67335108,pricipalbsiotr@gmail.com,www.bsiotr.org,Mr. Anuse Pritam Mahadev ,67335108,Un-Aided,Non-Autonomous
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Pune,Rural,"GAT No 329/1, Kille Macchindragad, 
Tal. Walwa Dist. Sangli",Sangli,8605480504,contact@sspmjcem.com,www.sspmjcem.com,Mr. Pramod Pawar,266407,Un-Aided,Non-Autonomous
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Pune,Rural,"Sanjeevan Knowladge City, Somwarpeth (Injole), Panhala, Tal. Panhala. Dist. Kolhapur",Kolhapur,2686601,office@seti.edu.in,www.seti.edu.in,Shri. B. V. Kumbhar,2686600,Un-Aided,Non-Autonomous
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Pune,Rural,"Gat No.525 & 473/A, Yadrav, Tal. Shirol, Dist: Kolhapur",Kolhapur,253016,contact@sitcoe.org.in,www.sitcoe.ac.in,Shinde D D,253001,Un-Aided,Non-Autonomous
"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",Pune,Urban,"S. No 209, At Post - Wadwadi, Tal - Khandala, Dist - Satara",Satara,286109,abhinavengineering@yahoo.com,www.abhinavengg.org,Mrs.Yadhav Sunita A.,286109,Un-Aided,Non-Autonomous
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Pune,Rural,"Survey No. 25/27, Post Yevalewadi, Village Pisoli, Near Bopdev Ghat, Near Hotel Garwa, Tal. Haveli. Dist. Pune",Pune,65789009,principalkjcoemr@gmail.com,www.kjei.edu.in,SANDIP PRALHAD PANCHBHAI,26934417,Un-Aided,Non-Autonomous
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Pune,Urban,"72/2 B, Pratap Nagar, Soregaon-Dongaon Road, Solapur",Solapur,6054555,vvpiet@rediffmail.com,www.vvpengineering.org,Mr. M. B. Patil,6452555,Un-Aided,Non-Autonomous
"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Pune,Rural,"At Dumberwadi, Post Khamundi(Otur), Tal. Junnar Dist. Pune",Pune,239203,principalspoce09@gmail.com,www.spcoe.in,Benke Vishal Chandrakant,239202,Un-Aided,Non-Autonomous
"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Pune,Rural,"A/P Ambi, Talegaon, Maval, Dist.Pune",Pune,02114306,ddypea@gmail.com,www.dyptc.com,SHRI. Bhavanrao Gaikwad,306228,Un-Aided,Non-Autonomous
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Pune,Rural,"S.No. 237, Dhangwadi, Tal. Bhor. Dist.  Pune ",Pune,282556,scscoe@gmail.com,www.rajgad.edu.in,Mr. Goraknath D. Jagtap,282556,Un-Aided,Non-Autonomous
"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Pune,Urban,"Sr. No. 50, Marunji, Tal-Mulshi, Nr. Rajiv Gandhi IT Park, Hinjewadi, Dist. Pune",Pune,66523700,info@alardinstitutes.com,www.alardinstitutes.com,Mr.B.B.Chavan,66523702,Un-Aided,Non-Autonomous
"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur
",Pune,Rural,"G. No. 125, 124, A/P Shelve, Tal. Pandharpur. Dist. Solapur",Solapur,250310,kecmailbox@rediffmail.com,www.karmayogiengg.com,WALAKE G.D.,250301,Un-Aided,Non-Autonomous
"Sinhgad Technical Education Society's Sinhgad Institute of Pharmaceutical Sciences , Lonavala",Pune,Rural,"S.No. 309/310, Kusgaon (Bk.), Off. Mumbai-Pune Expressway, Lonavala, Tal- Maval, Dist - Pune - 410401",Pune,673322,sips@sinhgad.edu,www.sinhgad.edu,Mr. Somnath B. Nalawade,673324,Un-Aided,Non-Autonomous
"Bharti Vidyaapeeth's Jawaharlal Nehru Institute of Technology, Pune",Pune,Urban,"Pune Satara Road,  Dhanakawadi, Katraj Pune , 411043",Pune,24372434,bvjniot@bharatividyapeeth.edu,www.bvjniot.bharatividyapeeth.edu,--,24379467,Un-Aided,Non-Autonomous
"Poona District Education Association's, Institute of Technology,Hadpsar,Pune",Pune,Urban,"A.M. COllege Campus, Mahadeo Nagar, Manjari Road, Hadapsar,Pune-411028",Pune,26990602,iot@pdeapune.org,www.pdeaioth.in,Rakhunde K N ,26992415,Un-Aided,Non-Autonomous
"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",Pune,Urban,"Vishnupuri,Talegaon Dabhade(St.), Tal.Maval District. Pune ",Pune,228175,ncerpune@gmail.com,www.ncerpune.com,Mr.Samadhan Kumbhar,228175,Un-Aided,Non-Autonomous
"Bharati Vidyapeeth's Institute of Technology, Palus, Sangli",Pune,Rural,"Atpost:Palus,Tal:Palus, Dist:Sangli 416310",Sangli,228008,mmsdeshmukh@rediffmail.com,www.iotpalus.bharatividyapeeth.edu,Mr. Kulkarni H.R,228585,Un-Aided,Non-Autonomous
"Shri Jain Vidya Prasarak Mandal's Rasiklal M. Dhariwal Institute of Technology, Chinchwadgaon, Pune",Pune,Urban,"Shri Fattechand Marg Pune , 411033",Pune,98228894,rmdiot@gmail.com,www.rmdiot.com,Deshpande A A,27353516,Un-Aided,Non-Autonomous
"Sai Charitable Trust, Indira Institute Of Diploma Engineering(Poly), Sasure, Tal. Barshi",Pune,Rural,"Flat No. 67, At Post Sasure ( Bairag )Solapur_Barshi Highway, Barshi, Solapur 413402",Solapur,240700,ssctiide@gmail.com,www.iidepoly.in,Mr.Shinde D.B.,240700,Un-Aided,Non-Autonomous
"Vidyavardhini Charitable Trust's Abhaysinhraje Bhonsle Institute of Technology, Shahunagar- Shendra, Satara",Pune,Rural,"Gat No. 282, 290 & 291 Shendre Satara  415001",Satara,9822607137,abitsatara@rediffmail.com,www.abitsatara.com,MR. BHOSALE SOPAN SHIVAJI,9822607137,Un-Aided,Non-Autonomous
"Dinkarrao K. Shinde Smarak Trust, Dr. A.D. Shinde Institute Of Technology, Gadhinglaj",Pune,Rural,"At Post-Bhadgaon, Taluka Gadhinglaj, Dist. Kolhapur  416502",Kolhapur,250457,principal_dads@rediffmail.com,www.adshindeit.org,Mr. S. M. Mhaldar,250656,Un-Aided,Non-Autonomous
"Sharad Institute of Technology Polytechnic, Yadrav( Ichalkaranji)",Pune,Rural,"Jay-Sangli Naka, Yadrav-Ichalkaranji, Shirol, Kolhapur  416121",Kolhapur,253053,contact@sitpolytechnic.org,www.sitpolytechnic.org,Mr.Wasim Ibrahim Shaikh,253050,Un-Aided,Non-Autonomous
"Shriram Institute Of Engineering & Technology, (Poly), Paniv",Pune,Rural,"Paniv, Taluka Malshiras, Dist. Solapur 413113",Solapur,274211,sietpoly@gmail.com,www.sietpaniv.org,Mr Chougule Nayankumar Babanrao,274055,Un-Aided,Non-Autonomous
"Loknete Ma.Hanumantrao Patil Charitable Trust, Adarsh Institute of Technology (Poly), Khambale",Pune,Rural,"Gat No.421,At Post Khambale, Vita, Taluka Khanpur, Dist. Sangli  415311",Sangli,9970832675,aitp0991@rediffmail.com,www.aitpolytechnic.org,Mr.Shinde S.V,229191,Un-Aided,Non-Autonomous
"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",Pune,Rural,"Gat No.716,Ghogaon,(Shivajinagar),Tal.Karad Satara , 415111",Satara,223096,ssietdegree@gmail.com,www.sietghogaon.org,Shri Patil Santosh Vishrant,257309,Un-Aided,Non-Autonomous
"Swami Vivekananda Pratisthan, Swami Vivekananda Institute Of Technology,Khed, Solapur",Pune,Rural,"Gat No.16/1,Solapur -Barshi Road,Khed,North  Solapur 413225",Solapur,2911025,svp_sol@rediffmail.com,www.svitsolapur.org,MR. SAMADHAN DAGADU WADANE,2911026,Un-Aided,Non-Autonomous
"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",Pune,Urban,"2130, E Ward, Kolhapur  416003",Kolhapur,2658613,bsieat@gmail.com,www.bsiet.org,Mr. Amit Aba Awad,2658610,Un-Aided,Non-Autonomous
"Vivekanad Institute of Technology Padmbhushan Vasantdada Patil College of Architecture, Pune",Pune,Rural,"Sr. No.274/2, 275/2,282, Aditya Nisarg, At Post Pirangut, Taluka Mulshi, District Pune",Pune,20291308,pvpcoapune@gmail.com,www.pvpcoapune.com,Santosh P.Patil,20291299,Un-Aided,Non-Autonomous
"Maharashtra State  Institute of Hotel Management & Catering Technology,Pune",Pune,Urban,"412-C,K.M.Munshi Road, Shivaji Nagar Pune  411016",Pune,25676640,msihmcttpo@gmail.com,www.msihmctrs.in,GADE RAHUL ARUN,25676640,Un-Aided,Non-Autonomous
"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Pune,Rural,"Gat. No-247,A/P-Panwalewadi Post Varye,Tal-Satara 415015",Satara,200100,agcenggsatara@gmail.com,www.agce.sets.edu.in,Kanase N.U.,200100,Un-Aided,Non-Autonomous
"Suryadatta Educational Foundation, Suryadatta Institute of Business Management and Technology, Pune",Pune,Rural,"Bldg No. 2, S.No.342, Patil Nagar, Bavdhan BK, Pune. 411030",Pune,67901300,support@suryaydatta.edu.in,www.sibmt.org,Mrs. Savita Matane,67901300,Un-Aided,Non-Autonomous
"College Of Engineering, Vairag Tal. Barshi",Pune,Rural,"At/p- Sasure- Vairag On Solapur Barshi State HighWay Tal-Barshi Solapur , 413402",Solapur,240700,collegeofengineeringvairag@gmali.com,www.coevairag.org,Shinde D.B.,240700,Un-Aided,Non-Autonomous
"Institute of Technical Education, Research and Management, Akurdi",Pune,Urban,"Sectro No.28, PCNTDA,  Akurdi, Pune  411044",Pune,27650276,itermakurdi@gmail.com,www.pdeaitermakurdi.org,Mrs Mohini V. kadam,27650788,Un-Aided,Non-Autonomous
"Shriram Institute Of Engineering And Technology Centre, Paniv",Pune,Urban,"At/P-Paniv, Tal-Malshiras, Dist-Solapur 413113",Solapur,274222,principalsietc@gmail.com,www.sietc.org,CHANDANSHIVE DATTATRAY GANGADHAR,274044,Un-Aided,Non-Autonomous
"D. Y. Patil Institute of Engineering and Technology, Ambi",Pune,Rural,"S.No. 124,126, At/Post Ambi, M.I.D.C. Road, Talegaon, Taluka-Maval, Dist Pune 410506",Pune,306229,ddypea@gmail.com,www.dyptc.com,SHRI. Bhavanrao GAIKWAD,306229,Un-Aided,Non-Autonomous
"Institute Of Knowledge-College Of Engineering, Pimpale - Jagtap",Pune,Rural,"Pimpale - Jagtap , Tal. Shirur , District - Pune.  412208",Pune,673333,principal.iok@gmail.com,www.iokcoe.ac.in,Mr.awargand Vinod B,673304,Un-Aided,Non-Autonomous
"I.S.B.& M. School of Technology, Nande Village",Pune,Rural,"Survey No.44/1, 44/1/2, Nande Village Taluka Mulshi , Pune  411042",Pune,25754618,isbm.engg@isbm.ac.in,www.isbmsot.org,Ankush H. Kusmude,25754676,Un-Aided,Non-Autonomous
"Universal College of Engineering & Research, Sasewadi",Pune,Rural,"Gat No. 430, Sasewadi, Pune",Pune,220000,preranap.pune@gmail.com,www.ucoer.edu.in,Pravin D Dhotre,021132,Un-Aided,Non-Autonomous
"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Pune,Rural,"Svy.NO.25&27,At pisoli,Post Yevalewadi,Tal-Haveli,Bopdeo Ghat,Pune  411048",Pune,69739009,estb.pcoemr@gmail.com,www.kjsedu.com,Anil B.Chorge,8446091199,Un-Aided,Non-Autonomous
"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",Pune,Rural,"At Post Korti,Pandharpur - Karad road,  Tal-Pandharpur, Dist-Solapur",Solapur,250103,principal@sknscoe.ac.in,www.spspm.org,S. H. KARANDE,250146,Un-Aided,Non-Autonomous
"Ninaidevi Shikshan Prasarak Mandal,Shri. Shivajirao Deshmukh Institute of Technology, Shirala, Sangli ",Pune,Rural,"Red Batish Shirala, Sangli   415408",Sangli,285555,principal.ssdit@gmail.com,www.ssdit.org,Mr.R.B.Patil,285556,Un-Aided,Non-Autonomous
"Dr. D. Y. Patil School OF Engineering, Lohegaon, Pune",Pune,Urban,"Dr. D.Y. Patil Knowledge City, Charholi (Bk.), via Lohegaon, Pune",Pune,67077922,mankar.vidyanand@dypic.in,www.dypic.in,Mankar Vidyanand,67077922,Un-Aided,Non-Autonomous
"Sinhgad Technical Education Society's S.K.N. Sinhgad School of Business Management, Ambegaon, Tal. Haveli Dist. Pune",Pune,Rural,"10/1, Ambegaon(Bu.), Tal- Haveli, Pune. 411041",Pune,24354036,director_sknsbm@sinhgad.edu,www.sinhgad.edu,Mr. Mahesh Shinde,24354036,Un-Aided,Non-Autonomous
"International Institute of Information Technology (I²IT), Pune.",Pune,Rural,"P-14, Rajiv Gandhi Infotech Park, Hinjawadi, Pune  411057",Pune,22934013,principal@isquareit.edu.in,www.isquareit.edu.in,Mr. Dinesh Joje,22933441,Un-Aided,Non-Autonomous
"JSPM Narhe Technical Campus, Pune.",Pune,Urban,"S.No.12/2/2, 14/9, Narhe, Pune 411041",Pune,00,director.jspmntc@gmail.com,jspmntc.edu.in,Mr. Nitin Jalindar Mukane,24608701,Un-Aided,Non-Autonomous
"Yashoda Technical Campus, Wadhe, Satara.",Pune,Rural,"S.No.242/1, At post Wadhe,Tal.& Dist. Satara.  415011",Satara,271240,principalengg_ytc@yes.edu.in,www.yes.edu.in,Mr. Kishor Rajendrakumar Shinde,271239,Un-Aided,Non-Autonomous
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",Pune,Rural,"A/P Rajuri, Taluka-Junnar, Dist-Pune. 412411",Pune,75680000,sahyadrivalleycollege@gmail.com,www.sahyadrivalleycollege.com,Mr.P.Balaramudu,97675800,Un-Aided,Non-Autonomous
"Shree Ramchandra College of Engineering, Lonikand,Pune",Pune,Rural,"Gat No. 351 & 333/1 At post Lonikand, Taluka Haveli, Dist. Pune  412216",Pune,26659999,srcoepune@gmail.com,www.srespune.org,Mr. B. G. Chaudhari,26659999,Un-Aided,Non-Autonomous
Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara ,Pune,Rural,"Survey No.31(Part), Thakurki, Tal. Phaltan, Dist.Satara.  ",Satara,220339,coeprincipal@yahoo.co.in,www.coephaltan.edu.in,D. B. Gore,220339,Un-Aided,Non-Autonomous
"Suman Ramesh Tulsiani Technical Campus: Faculty of Engineering, Kamshet,Pune.",Pune,Rural,"Kamshet, Taluka Maval, Dist. Pune 410405",Pune,264106,principal@srttc.ac.in,www.srttc.ac.in,Prof. Girish N. Matre,264101,Un-Aided,Non-Autonomous
"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",Pune,Rural,"Gat No.309, Kusgaon Budruk, Opp. Pune Mumbai Express Highway, Kusgaon, Lonavala, Pune.  410401",Pune,673225,principal.sknsits@sinhgad.edu,www.sinhgad.edu,Mr. Vijaykumar Kisan Gangthade,673391,Un-Aided,Non-Autonomous
"Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza, Pune",Pune,Rural,"49/1, Khopi, Nr. Khed-Shivapur Toll Plaza, Off Pune-Banglore Highway, Taluka-Bhor,Dist.Pune , 412205",Pune,203061,flora.education@gmail.com,www.flora.ac.in,Rahul Padalkar,203060,Un-Aided,Non-Autonomous
"NBN Sinhgad Technical Institutes Campus, Pune",Pune,Rural,"10/1, Ambegaon Budruk, Tal.Haveli, Dist.Pune. 411041",Pune,24355041,nbnssoe@sinhgad.edu,www.sinhgad.edu,MR SANTOSH D PATOLE,24355042,Un-Aided,Non-Autonomous
"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",Pune,Rural,"G.No. 85, Talasande, Tal- Hatkangle, Kolhapur  416112",Kolhapur,9545719599,engg.dyptc@gmail.com,www.dyptechnicalcampus.com,Shri Bhagaje Prakash Mallappa,9545719599,Un-Aided,Non-Autonomous
"Bhagwant Institute of Technology, Barshi",Pune,Urban,"Gat No. 1242/2, Tadsoundane Road, Barshi. Solapur.413401",Solapur,220031,bitbarshi6781@gmail.com,www.bitbarshi.edu.in,Budruk P.V.,220070,Un-Aided,Non-Autonomous
